species;lat;lon
Betula ermanii;45.064;142.104
Betula ermanii;44.931;142.088
Betula ermanii;44.821;142.276
Betula ermanii;44.815;142.281
Betula ermanii;44.9756;142.1405
Betula ermanii;44.767;142.193
Betula ermanii;44.9211;141.9846
Betula ermanii;45.067;141.982
Betula ermanii;45.044;142.014
Betula ermanii;45.057;142.099
Betula ermanii;45.064;142.126
Betula ermanii;44.9991;142.0031
Betula ermanii;44.814;142.155
Betula ermanii;44.991;142.018
Betula ermanii;44.9224;141.9806
Betula ermanii;44.9211;141.9846
Betula ermanii;45.048;142.006
Betula ermanii;44.92;141.976
Betula ermanii;44.81;142.17
Betula ermanii;44.815;142.281
Betula ermanii;44.963;142.151
Betula ermanii;44.99;142.03
Betula ermanii;44.92;142.02
Betula ermanii;44.41;142.18
Betula ermanii;44.72;142.27
Betula ermanii;44.81;142.09
Betula ermanii;45.044;142.016
Betula ermanii;44.728;142.241
Betula ermanii;44.728;142.241
Betula ermanii;45;142.05
Betula ermanii;45;142.05
Betula ermanii;44.963;142.151
Betula ermanii;44.733;142.239
Betula ermanii;44.7397;142.2383
Betula ermanii;44.733;142.239
Betula ermanii;44.7427;142.2272
Betula ermanii;44.728;142.241
Betula ermanii;44.9921;142.0648
Betula ermanii;44.733;142.239
Betula ermanii;44.9907;142.0651
Betula ermanii;44.7422;142.228
Betula ermanii;44.7422;142.2285
Betula ermanii;44.735;142.221
Betula ermanii;44.9865;142.0635
Betula ermanii;44.951;142.069
Betula ermanii;44.952;142.094
Betula ermanii;44.9938;142.0611
Betula ermanii;44.7403;142.2382
Betula ermanii;44.733;142.239
Betula ermanii;44.992;142.054
Betula ermanii;44.733;142.239
Betula ermanii;44.7399;142.2394
Betula ermanii;44.984;142.054
Betula ermanii;44.7379;142.2327
Betula ermanii;44.7427;142.2276
Betula ermanii;44.9865;142.0618
Betula ermanii;44.989;142.071
Betula ermanii;44.969;142.027
Betula ermanii;44.991;142.053
Betula ermanii;44.952;142.052
Betula ermanii;44.36;142.26
Betula ermanii;44.95;142.034
Betula ermanii;44.36;142.26
Betula ermanii;44.9582;142.1502
Betula ermanii;44.36;142.26
Betula ermanii;44.36;142.26
Betula ermanii;44.36;142.26
Betula ermanii;44.36;142.26
Betula ermanii;44.36;142.26
Betula ermanii;42.68;141.59
Betula ermanii;45.011;142.154
Betula ermanii;44.857;142.151
Betula ermanii;44.737;142.23
Betula ermanii;44.736;142.227
Betula ermanii;44.749;142.244
Betula ermanii;44.9482;142.1327
Betula ermanii;44.857;142.151
Betula ermanii;45;142.05
Betula ermanii;45.009;142.093
Betula ermanii;44.857;142.151
Betula ermanii;44.993;142.061
Betula ermanii;44.9483;142.1339
Betula ermanii;44.767;142.222
Betula ermanii;44.857;142.151
Betula ermanii;44.767;142.222
Betula ermanii;44.767;142.222
Betula ermanii;44.767;142.222
Betula ermanii;44.298;142.277
Betula ermanii;44.767;142.222
Betula ermanii;45.009;142.093
Betula ermanii;44.9485;142.133
Betula ermanii;44.9473;142.1321
Betula ermanii;44.7348;142.1398
Betula ermanii;44.857;142.151
Betula ermanii;44.767;142.222
Betula ermanii;44.7868;142.1331
Betula ermanii;44.767;142.222
Betula ermanii;44.749;142.244
Betula ermanii;44.749;142.244
Betula ermanii;44.9478;142.1319
Betula ermanii;44.767;142.222
Betula ermanii;45.051;141.997
Betula ermanii;44.808;142.0882
Betula ermanii;44.8039;142.0873
Betula ermanii;44.8104;142.1129
Betula ermanii;44.8068;142.0964
Betula ermanii;42.6971;141.5736
Betula ermanii;45.043;141.99
Betula ermanii;44.8035;142.0853
Betula ermanii;42.6971;141.5736
Betula ermanii;44.8068;142.0964
Betula ermanii;44.8123;142.1036
Betula ermanii;42.6971;141.5736
Betula ermanii;44.8031;142.11
Betula ermanii;44.806;142.275
Betula ermanii;44.345;142.285
Betula ermanii;44.811;142.1152
Betula ermanii;41.81;140.12
Betula ermanii;41.761;140.151
Betula ermanii;44.8031;142.11
Betula ermanii;41.765;140.147
Betula ermanii;44.783;142.117
Betula ermanii;44.749;142.242
Betula ermanii;44.321;142.282
Betula ermanii;44.8116;142.1206
Betula ermanii;44.403;142.184
Betula ermanii;45.073;142.122
Betula ermanii;44.816;142.278
Betula ermanii;42.6651;141.5994
Betula ermanii;44.243;142.203
Betula ermanii;42.6748;141.6354
Betula ermanii;42.6713;141.6146
Betula ermanii;41.755;140.138
Betula ermanii;42.6663;141.6039
Betula ermanii;42.6666;141.6106
Betula ermanii;42.6701;141.6227
Betula ermanii;42.6725;141.6233
Betula ermanii;44.783;142.117
Betula ermanii;44.729;142.233
Betula ermanii;42.6623;141.6025
Betula ermanii;44.359;142.287
Betula ermanii;44.378;142.213
Betula ermanii;44.378;142.213
Betula ermanii;44.38;142.23
Betula ermanii;45.0472;142.1101
Betula ermanii;45.0045;142.1419
Betula ermanii;45.0471;142.1021
Betula ermanii;45.004;142.0673
Betula ermanii;45.0049;142.1432
Betula ermanii;44.9378;142.1214
Betula ermanii;44.7654;142.2765
Betula ermanii;44.9465;142.1323
Betula ermanii;44.857;142.1498
Betula ermanii;45.0049;142.1432
Betula ermanii;45.015;142.126
Betula ermanii;45.0476;142.1109
Betula ermanii;44.7667;142.2208
Betula ermanii;45.009;142.152
Betula ermanii;44.8672;142.1103
Betula ermanii;44.9456;142.1321
Betula ermanii;45.012;142.141
Betula ermanii;44.7661;142.2197
Betula ermanii;44.7661;142.2197
Betula ermanii;45.0109;142.1541
Betula ermanii;54.05;109.483333
Betula ermanii;54.333333;109.5
Betula ermanii;36.44;137.51
Betula ermanii;42.829935;133.121022
Betula ermanii;53.627459;158.150417
Betula ermanii;53.058281;158.618195
Betula ermanii;53.056366;158.597656
Betula ermanii;54.004671;157.920784
Betula ermanii;53.001765;158.229319
Betula ermanii;53.062851;158.621078
Betula ermanii;44.031944;145.155278
Betula ermanii;42.969722;142.755556
Betula ermanii;36.204;137.666667
Betula ermanii;35.39128;136.72394
Betula ermanii;43.18346;145.27458
Betula ermanii;36.69682;137.21103
Betula ermanii;36.30284;137.89966
Betula ermanii;36.75557;138.23433
Betula ermanii;43.85604;141.5135
Betula ermanii;36.75557;138.23433
Betula ermanii;36.75557;138.23433
Betula ermanii;36.75557;138.23433
Betula ermanii;36.75557;138.23433
Betula ermanii;36.77427;138.06596
Betula ermanii;40.65416;139.93459
Betula ermanii;39.17945;140.64813
Betula ermanii;40.65416;139.93459
Betula ermanii;39.17945;140.64813
Betula ermanii;39.71988;140.10292
Betula ermanii;40.15514;140.78339
Betula ermanii;40.15514;140.78339
Betula ermanii;40.27889;140.26149
Betula ermanii;40.32619;140.74759
Betula ermanii;40.21439;140.78957
Betula ermanii;39.12112;140.17484
Betula ermanii;40.21439;140.78957
Betula ermanii;40.28777;140.11609
Betula ermanii;39.12112;140.17484
Betula ermanii;40.21439;140.78957
Betula ermanii;40.28777;140.11609
Betula ermanii;40.04319;140.54872
Betula ermanii;40.28777;140.11609
Betula ermanii;40.28777;140.11609
Betula ermanii;40.28777;140.11609
Betula ermanii;40.27179;140.55769
Betula ermanii;40.04319;140.54872
Betula ermanii;39.69967;140.72998
Betula ermanii;39.69967;140.72998
Betula ermanii;39.69967;140.72998
Betula ermanii;39.69967;140.72998
Betula ermanii;36.27143;136.89937
Betula ermanii;33.65651;132.90167
Betula ermanii;36.433333;137.083333
Betula ermanii;36.516667;137.633333
Betula ermanii;53.017843;158.642334
Betula ermanii;52.981238;158.704381
Betula ermanii;36.805278;139.132778
Betula ermanii;36.522778;139.160833
Betula ermanii;36.7875;139.151944
Betula ermanii;36.788889;139.148056
Betula ermanii;36.769167;139.132778
Betula ermanii;37.669167;140.064167
Betula ermanii;36.023333;137.150278
Betula ermanii;37.664167;140.064444
Betula ermanii;37.214167;139.616667
Betula ermanii;38.14361;140.44
Betula ermanii;39.116227;140.052214
Betula ermanii;43.151;141.121
Betula ermanii;43.125;141.168
Betula ermanii;47.114878;142.878242
Betula ermanii;53.011349;158.641861
Betula ermanii;53.059503;158.615009
Betula ermanii;53.059305;158.61728
Betula ermanii;53.219872;159.54922
Betula ermanii;53.051651;158.621552
Betula ermanii;53.021421;158.643993
Betula ermanii;52.770833;157.315062
Betula ermanii;53.205287;158.368225
Betula ermanii;53.015526;158.642685
Betula ermanii;53.003042;158.269388
Betula ermanii;43.226823;132.126517
