,species,latitude,longitude
2083,larix,65.246031746,112.89285714299999
2084,larix,59.4246031746,145.64484127
2085,larix,54.376984127,133.095238095
2086,larix,64.751984127,117.150793651
2087,larix,63.8373015873,97.9603174603
2088,larix,63.398809523800004,92.8650793651
2089,larix,61.521825396800004,108.771825397
2090,larix,61.601190476199996,105.670634921
2091,larix,56.0674603175,121.630952381
2092,larix,54.478174603199996,130.922619048
2093,larix,59.2956349206,107.464285714
2094,larix,63.7321428571,113.781746032
2095,larix,53.8908730159,119.313492063
2096,larix,66.3392857143,101.111111111
2097,larix,62.8849206349,129.587301587
2098,larix,58.6408730159,124.829365079
2099,larix,60.7341269841,117.746031746
2100,larix,62.2757936508,118.85714285700001
2101,larix,50.9305555556,123.740079365
2102,larix,68.753968254,103.823412698
2103,larix,54.5833333333,118.303571429
2104,larix,65.4682539683,116.21230158700001
2105,larix,53.418650793699996,129.16468254
2106,larix,66.5853174603,101.174603175
2107,larix,66.95436507939999,131.817460317
2108,larix,61.1547619048,136.160714286
2109,larix,61.4821428571,119.69047619
2110,larix,56.50595238100001,130.007936508
2111,larix,59.4484126984,139.365079365
2112,larix,58.1190476191,130.640873016
2113,larix,61.091269841300004,112.966269841
2114,larix,57.2043650794,133.746031746
2115,larix,61.87896825399999,132.531746032
2116,larix,63.3432539683,126.359126984
2117,larix,64.4642857143,109.708333333
2118,larix,56.5972222222,132.656746032
2119,larix,59.763888888900006,114.936507936
2120,larix,51.9404761905,114.81547619
2121,larix,54.0674603175,115.88690476200001
2122,larix,59.1825396825,118.26984127
2123,larix,61.1547619048,108.571428571
2124,larix,66.8472222222,135.388888889
2125,larix,60.31150793649999,152.351190476
2126,larix,59.1051587302,119.220238095
2127,larix,60.0833333333,119.72222222200001
2128,larix,60.4345238095,128.609126984
2129,larix,53.053571428599994,128.89682539700001
2130,larix,66.7599206349,154.484126984
2131,larix,55.178571428599994,123.17261904799999
2132,larix,64.0257936508,119.531746032
2133,larix,65.6388888889,108.94047619
2134,larix,56.2579365079,119.013888889
2135,larix,67.3412698413,133.932539683
2136,larix,63.4523809524,107.75
2137,larix,63.4503968254,133.267857143
2138,larix,67.1964285714,107.33730158700001
2139,larix,63.75,152.51984127
2140,larix,61.853174603199996,149.307539683
2141,larix,66.628968254,116.82738095200001
2142,larix,65.29563492060001,93.63293650790001
2143,larix,61.1130952381,114.77777777799999
2144,larix,54.9265873016,131.557539683
2145,larix,59.9206349206,128.734126984
2146,larix,56.331349206400006,116.71230158700001
2147,larix,64.6031746032,153.992063492
2148,larix,59.5158730159,136.484126984
2149,larix,62.3293650794,102.579365079
2150,larix,54.236111111099994,112.93452381
2151,larix,66.001984127,108.18452381
2152,larix,66.2916666667,98.96626984129999
2153,larix,50.7757936508,139.837301587
2154,larix,66.4642857143,116.46230158700001
2155,larix,68.81150793649999,123.04761904799999
2156,larix,58.4424603175,134.716269841
2157,larix,54.50595238100001,122.273809524
2158,larix,67.5734126984,110.841269841
2159,larix,64.005952381,120.849206349
2160,larix,60.3472222222,119.573412698
2161,larix,59.18849206350001,133.680555556
2162,larix,61.8075396825,135.557539683
2163,larix,56.206349206400006,126.03769841299999
2164,larix,51.8015873016,118.759920635
2165,larix,52.5416666667,118.80952381
2166,larix,63.9027777778,93.2857142857
2167,larix,67.44444444439999,111.946428571
2168,larix,65.9285714286,151.581349206
2169,larix,61.8194444444,99.96626984129999
2170,larix,63.8551587302,94.6369047619
2171,larix,59.7341269841,148.93849206299998
2172,larix,53.3908730159,120.700396825
2173,larix,51.1904761905,134.936507936
2174,larix,63.50396825399999,110.291666667
2175,larix,64.44444444439999,112.255952381
2176,larix,60.7876984127,118.78968254
2177,larix,62.625,91.34126984129999
2178,larix,68.126984127,122.900793651
2179,larix,57.63095238100001,133.406746032
2180,larix,54.6369047619,115.38690476200001
2181,larix,63.6567460317,117.865079365
2182,larix,57.6448412698,111.503968254
2183,larix,57.111111111099994,133.424603175
2184,larix,52.1984126984,126.05753968299999
2185,larix,61.1706349206,115.150793651
2186,larix,61.783730158699996,148.109126984
2187,larix,61.013888888900006,136.547619048
2188,larix,52.31150793649999,137.773809524
2189,larix,52.168650793699996,120.051587302
2190,larix,62.4523809524,99.8849206349
2191,larix,66.4781746032,135.74801587299999
2192,larix,67.3432539683,115.718253968
2193,larix,63.4583333333,124.176587302
2194,larix,59.5694444444,138.402777778
2195,larix,60.3551587302,133.79563492100002
2196,larix,67.17261904760001,106.180555556
2197,larix,62.678571428599994,122.799603175
2198,larix,67.5753968254,132.240079365
2199,larix,61.0853174603,132.216269841
2200,larix,66.2222222222,119.91269841299999
2201,larix,68.8611111111,118.916666667
2202,larix,61.7916666667,134.656746032
2203,larix,51.0119047619,111.825396825
2204,larix,61.3273809524,110.180555556
2205,larix,58.638888888900006,129.325396825
2206,larix,68.0853174603,113.168650794
2207,larix,59.38095238100001,131.25198412700001
2208,larix,63.4702380952,94.0218253968
2209,larix,56.2341269841,123.94047619
2210,larix,57.7023809524,133.069444444
2211,larix,67.19444444439999,121.49801587299999
2212,larix,62.535714285699996,124.053571429
2213,larix,62.6527777778,109.053571429
2214,larix,63.0099206349,106.545634921
2215,larix,64.130952381,94.3333333333
2216,larix,67.7678571429,106.14484127
2217,larix,60.918650793699996,120.35714285700001
2218,larix,65.81944444439999,115.23809523799999
2219,larix,65.93452380949999,103.678571429
2220,larix,62.8630952381,121.150793651
2221,larix,65.0158730159,111.94246031700001
2222,larix,58.928571428599994,105.666666667
2223,larix,67.0674603175,106.013888889
2224,larix,58.9047619048,140.456349206
2225,larix,50.93849206350001,122.486111111
2226,larix,69.6428571429,117.603174603
2227,larix,67.3650793651,118.26190476200001
2228,larix,55.146825396800004,116.76190476200001
2229,larix,63.81150793649999,124.486111111
2230,larix,65.0178571429,153.970238095
2231,larix,60.910714285699996,121.180555556
2232,larix,63.1706349206,97.39285714290001
2233,larix,60.160714285699996,139.087301587
2234,larix,59.5952380952,103.976190476
2235,larix,61.281746031800004,143.763888889
2236,larix,64.371031746,113.603174603
2237,larix,63.168650793699996,117.27777777799999
2238,larix,49.7698412698,133.821428571
2239,larix,55.841269841300004,128.732142857
2240,larix,53.648809523800004,122.390873016
2241,larix,57.3849206349,134.621031746
2242,larix,63.853174603199996,99.8174603175
2243,larix,57.273809523800004,128.47420634899999
2244,larix,55.998015873,109.37301587299999
2245,larix,52.5555555556,120.680555556
2246,larix,61.5515873016,112.27777777799999
2247,larix,62.678571428599994,124.089285714
2248,larix,57.9603174603,124.91468254
2249,larix,67.1091269841,107.023809524
2250,larix,67.42063492060001,115.035714286
2251,larix,59.4226190476,124.505952381
2252,larix,53.2976190476,142.031746032
2253,larix,54.998015873,122.23809523799999
2254,larix,57.476190476199996,134.561507936
2255,larix,60.4265873016,127.920634921
2256,larix,54.75,114.128968254
2257,larix,64.2103174603,107.200396825
2258,larix,67.5992063492,124.543650794
2259,larix,61.206349206400006,116.43253968299999
2260,larix,55.6646825397,125.755952381
2261,larix,54.3670634921,106.83730158700001
2262,larix,57.7579365079,104.34722222200001
2263,larix,61.7043650794,103.589285714
2264,larix,68.5357142857,116.53968254
2265,larix,53.4305555556,119.21031746
2266,larix,55.206349206400006,118.98214285700001
2267,larix,66.9563492064,150.488095238
2268,larix,66.4107142857,131.571428571
2269,larix,54.351190476199996,120.140873016
2270,larix,59.9503968254,131.56349206299998
2271,larix,65.6190476191,158.087301587
2272,larix,49.6190476191,132.863095238
2273,larix,54.966269841300004,115.66269841299999
2274,larix,63.1051587302,127.27777777799999
2275,larix,55.87103174600001,117.525793651
2276,larix,52.793650793699996,142.09920634899999
2277,larix,56.728174603199996,110.24206349200001
2278,larix,57.2916666667,121.66269841299999
2279,larix,58.543650793699996,124.069444444
2280,larix,54.6507936508,132.77182539700001
2281,larix,51.5198412698,136.825396825
2282,larix,65.75,127.660714286
2283,larix,62.9841269841,123.045634921
2284,larix,55.6051587302,120.329365079
2285,larix,59.00595238100001,133.922619048
2286,larix,63.5119047619,109.301587302
2287,larix,68.1011904762,105.390873016
2288,larix,62.93849206350001,135.63095238100001
2289,larix,59.285714285699996,136.841269841
2290,larix,67.2797619048,92.2956349206
2291,larix,62.31150793649999,112.720238095
2292,larix,66.6170634921,120.833333333
2293,larix,61.9801587302,111.496031746
2294,larix,48.763888888900006,138.742063492
2295,larix,60.75,119.593253968
2296,larix,56.898809523800004,129.470238095
2297,larix,50.8571428571,139.537698413
2298,larix,58.9920634921,136.62698412700001
2299,larix,67.1091269841,162.115079365
2300,larix,61.353174603199996,112.46031746
2301,larix,60.68650793649999,132.25198412700001
2302,larix,61.841269841300004,113.72222222200001
2303,larix,61.5416666667,113.02777777799999
2304,larix,62.4484126984,106.06547619
2305,larix,58.910714285699996,107.24801587299999
2306,larix,62.6706349206,118.474206349
2307,larix,66.66269841270001,121.416666667
2308,larix,56.56150793649999,115.206349206
2309,larix,63.8928571429,91.1706349206
2310,larix,66.81944444439999,119.438492063
2311,larix,67.2698412698,146.831349206
2312,larix,64.6071428571,147.555555556
2313,larix,40.0496031746,126.55952381
2314,larix,52.8333333333,142.43452381
2315,larix,58.8690476191,129.218253968
2316,larix,61.5277777778,123.156746032
2317,larix,54.2341269841,120.490079365
2318,larix,59.7400793651,126.17261904799999
2319,larix,63.4007936508,108.736111111
2320,larix,55.831349206400006,120.986111111
2321,larix,52.1349206349,125.93253968299999
2322,larix,46.0119047619,135.970238095
2323,larix,66.2599206349,110.76984127
2324,larix,54.4305555556,120.236111111
2325,larix,60.2956349206,120.670634921
2326,larix,57.5376984127,132.398809524
2327,larix,64.56349206350001,105.198412698
2328,larix,56.876984127,122.146825397
2329,larix,49.9722222222,132.303571429
2330,larix,54.839285714300004,119.418650794
2331,larix,61.8908730159,125.531746032
2332,larix,57.1527777778,128.797619048
2333,larix,64.7797619048,97.1309523809
2334,larix,53.8432539683,111.47222222200001
2335,larix,67.8472222222,124.00198412700001
2336,larix,50.964285714300004,120.593253968
2337,larix,52.6369047619,112.62301587299999
2338,larix,52.8194444445,136.02182539700001
2339,larix,59.5396825397,106.04761904799999
2340,larix,63.81150793649999,105.63293650799999
2341,larix,63.2123015873,152.924603175
2342,larix,61.1190476191,141.341269841
2343,larix,46.906746031800004,135.912698413
2344,larix,67.0535714286,123.15277777799999
2345,larix,67.5099206349,131.561507936
2346,larix,64.3174603175,99.63293650790001
2347,larix,59.398809523800004,137.091269841
2348,larix,60.3253968254,107.003968254
2349,larix,52.74603174600001,114.926587302
2350,larix,53.7043650794,125.85515873
2351,larix,50.9325396825,133.992063492
2352,larix,65.4503968254,120.099206349
2353,larix,61.803571428599994,139.886904762
2354,larix,60.2043650794,137.220238095
2355,larix,66.1190476191,148.732142857
2356,larix,59.63095238100001,104.226190476
2357,larix,41.9365079365,128.43849206299998
2358,larix,58.6428571429,130.674603175
2359,larix,68.03769841270001,112.305555556
2360,larix,61.2996031746,147.83531746
2361,larix,61.1726190476,150.636904762
2362,larix,57.373015873,108.819444444
2363,larix,61.986111111099994,121.166666667
2364,larix,61.418650793699996,136.811507936
2365,larix,60.1706349206,104.359126984
2366,larix,54.3333333333,115.759920635
2367,larix,67.8869047619,122.740079365
2368,larix,52.2321428571,123.45238095200001
2369,larix,62.3829365079,117.696428571
2370,larix,62.726190476199996,123.146825397
2371,larix,58.43650793649999,119.19246031700001
2372,larix,61.9940476191,108.055555556
2373,larix,57.5932539683,135.926587302
2374,larix,54.8869047619,106.724206349
2375,larix,59.341269841300004,129.25595238100001
2376,larix,63.146825396800004,123.253968254
2377,larix,64.9861111111,119.79761904799999
2378,larix,51.839285714300004,128.095238095
2379,larix,63.5297619048,141.611111111
2380,larix,63.771825396800004,121.686507936
2381,larix,61.63095238100001,130.946428571
2382,larix,61.908730158699996,102.101190476
2383,larix,65.4900793651,113.88690476200001
2384,larix,57.283730158699996,128.24404761899999
2385,larix,62.783730158699996,105.765873016
2386,larix,65.0337301587,125.69047619
2387,larix,59.976190476199996,140.84920634899999
2388,larix,55.9246031746,110.51785714299999
2389,larix,63.4523809524,113.755952381
2390,larix,54.6150793651,124.236111111
2391,larix,59.3948412698,128.496031746
2392,larix,60.501984127,110.533730159
2393,larix,63.5753968254,145.398809524
2394,larix,61.3630952381,124.59722222200001
2395,larix,68.3214285714,133.60317460299999
2396,larix,50.7678571429,112.33531746
2397,larix,60.283730158699996,110.33730158700001
2398,larix,67.4722222222,112.48809523799999
2399,larix,62.4325396825,102.72222222200001
2400,larix,55.486111111099994,122.990079365
2401,larix,61.8630952381,123.20238095200001
2402,larix,64.1428571429,116.075396825
2403,larix,67.4682539683,150.049603175
2404,larix,61.0595238095,134.043650794
2405,larix,61.6924603175,134.240079365
2406,larix,66.6468253968,134.142857143
2407,larix,54.1527777778,123.91468254
2408,larix,65.0138888889,116.503968254
2409,larix,60.5376984127,123.299603175
2410,larix,65.5,113.545634921
2411,larix,49.6130952381,111.013888889
2412,larix,59.8194444444,116.956349206
2413,larix,53.803571428599994,117.228174603
2414,larix,68.253968254,120.150793651
2415,larix,66.7380952381,104.88293650799999
2416,larix,53.6190476191,140.331349206
2417,larix,69.5892857143,124.295634921
2418,larix,58.053571428599994,121.41269841299999
2419,larix,62.4722222222,121.553571429
2420,larix,55.9325396825,123.043650794
2421,larix,63.3075396825,105.666666667
2422,larix,57.5376984127,137.337301587
2423,larix,61.3432539683,118.31746031700001
2424,larix,67.125,136.18849206299998
2425,larix,67.9761904762,108.62698412700001
2426,larix,51.4742063492,133.156746032
2427,larix,55.6507936508,121.196428571
2428,larix,61.7043650794,105.83531746
2429,larix,66.82936507939999,133.009920635
2430,larix,52.5952380952,131.656746032
2431,larix,62.2083333333,136.686507936
2432,larix,62.63095238100001,103.37301587299999
2433,larix,56.1706349206,133.392857143
2434,larix,67.7162698413,111.505952381
2435,larix,71.81944444439999,101.436507937
2436,larix,55.9742063492,110.009920635
2437,larix,67.1150793651,106.396825397
2438,larix,50.5595238095,133.007936508
2439,larix,52.986111111099994,125.055555556
2440,larix,52.2182539683,123.083333333
2441,larix,52.178571428599994,114.16269841299999
2442,larix,55.7599206349,115.819444444
2443,larix,66.2361111111,116.128968254
2444,larix,59.2043650794,130.593253968
2445,larix,57.9940476191,135.658730159
2446,larix,67.5,114.994047619
2447,larix,60.9444444444,101.976190476
2448,larix,64.5,97.0892857143
2449,larix,59.7043650794,130.557539683
2450,larix,46.56349206350001,137.390873016
2451,larix,52.87103174600001,119.954365079
2452,larix,67.0257936508,151.061507936
2453,larix,58.7896825397,130.05952381
2454,larix,67.7380952381,135.281746032
2455,larix,53.3690476191,112.744047619
2456,larix,53.0297619048,132.43452381
2457,larix,55.4126984127,121.103174603
2458,larix,67.9880952381,109.648809524
2459,larix,52.658730158699996,110.813492063
2460,larix,55.3829365079,127.698412698
2461,larix,62.283730158699996,107.474206349
2462,larix,61.6329365079,135.16666666700002
2463,larix,59.9226190476,127.94047619
2464,larix,48.7103174603,130.837301587
2465,larix,55.0753968254,133.52579365100001
2466,larix,62.12896825399999,98.9861111111
2467,larix,65.44444444439999,112.345238095
2468,larix,59.888888888900006,119.311507936
2469,larix,60.228174603199996,124.52777777799999
2470,larix,62.5496031746,97.628968254
2471,larix,63.6904761905,110.75198412700001
2472,larix,67.0952380952,134.85515873
2473,larix,60.2440476191,121.458333333
2474,larix,60.873015873,137.674603175
2475,larix,66.878968254,151.446428571
2476,larix,61.62896825399999,113.009920635
2477,larix,58.62896825399999,125.14484127
2478,larix,61.8293650794,123.23809523799999
2479,larix,54.5555555556,131.08333333299998
2480,larix,52.00595238100001,137.180555556
2481,larix,65.94047619050001,105.119047619
2482,larix,61.8015873016,107.83730158700001
2483,larix,62.3234126984,104.13690476200001
2484,larix,65.2063492064,119.96230158700001
2485,larix,52.2083333333,124.41269841299999
2486,larix,59.8670634921,126.85714285700001
2487,larix,53.206349206400006,139.41468254
2488,larix,64.2400793651,118.045634921
2489,larix,63.2202380952,106.93452381
2490,larix,60.2301587302,126.14484127
2491,larix,66.42063492060001,132.069444444
2492,larix,55.25396825399999,117.43253968299999
2493,larix,54.5,123.329365079
2494,larix,65.7896825397,132.121031746
2495,larix,56.376984127,121.589285714
2496,larix,55.4742063492,109.115079365
2497,larix,61.013888888900006,122.490079365
2498,larix,51.523809523800004,118.819444444
2499,larix,65.2718253968,120.17261904799999
2500,larix,64.45436507939999,123.628968254
2501,larix,64.9662698413,114.18452381
2502,larix,51.263888888900006,109.87301587299999
2503,larix,67.20436507939999,115.01785714299999
2504,larix,58.8293650794,124.76190476200001
2505,larix,52.351190476199996,126.944444444
2506,larix,67.7361111111,162.101190476
2507,larix,67.3472222222,100.724206349
2508,larix,66.6547619048,112.625
2509,larix,53.0674603175,121.726190476
2510,larix,60.7380952381,124.285714286
2511,larix,68.5833333333,116.16269841299999
2512,larix,60.4940476191,121.503968254
2513,larix,65.67063492060001,153.78968254
2514,larix,63.0277777778,119.486111111
2515,larix,51.1170634921,119.888888889
2516,larix,69.05555555560001,115.843253968
2517,larix,58.1944444444,137.426587302
2518,larix,65.6507936508,155.888888889
2519,larix,58.4880952381,129.27182539700001
2520,larix,57.1130952381,124.60515873
2521,larix,53.6150793651,127.06547619
2522,larix,61.406746031800004,131.837301587
2523,larix,56.7777777778,160.64682539700001
2524,larix,62.3373015873,98.34722222219999
2525,larix,63.7103174603,118.831349206
2526,larix,61.7440476191,120.25793650799999
2527,larix,62.6845238095,113.29761904799999
2528,larix,62.3472222222,104.220238095
2529,larix,63.5555555556,112.11706349200001
2530,larix,53.0158730159,116.38690476200001
2531,larix,62.0972222222,134.761904762
2532,larix,63.8869047619,121.03769841299999
2533,larix,64.0734126984,117.345238095
2534,larix,59.5992063492,117.218253968
2535,larix,65.82738095239999,132.628968254
2536,larix,60.4742063492,139.52579365100001
2537,larix,58.464285714300004,135.902777778
2538,larix,63.533730158699996,98.1607142857
2539,larix,62.7400793651,129.470238095
2540,larix,51.638888888900006,132.476190476
2541,larix,49.706349206400006,110.670634921
2542,larix,66.9503968254,132.638888889
2543,larix,50.535714285699996,132.218253968
2544,larix,62.8571428571,98.7658730159
2545,larix,57.353174603199996,106.48015873
2546,larix,59.478174603199996,116.670634921
2547,larix,51.5257936508,124.803571429
2548,larix,65.6071428571,124.31547619
2549,larix,61.8829365079,130.075396825
2550,larix,61.5416666667,135.634920635
2551,larix,61.581349206400006,122.944444444
2552,larix,52.50396825399999,117.555555556
2553,larix,63.418650793699996,96.9543650794
2554,larix,66.7996031746,154.404761905
2555,larix,64.5079365079,97.54761904760001
2556,larix,66.3690476191,112.82738095200001
2557,larix,63.271825396800004,100.91269841299999
2558,larix,67.44047619050001,158.418650794
2559,larix,60.5297619048,121.61706349200001
2560,larix,58.5119047619,129.625
2561,larix,61.2976190476,118.430555556
2562,larix,58.6924603175,115.964285714
2563,larix,53.625,117.263888889
2564,larix,64.4940476191,117.579365079
2565,larix,53.5932539683,142.799603175
2566,larix,63.4742063492,127.611111111
2567,larix,65.04563492060001,115.926587302
2568,larix,60.7956349206,136.37698412700001
2569,larix,58.773809523800004,128.35317460299999
2570,larix,61.7976190476,133.80952381
2571,larix,54.7619047619,127.253968254
2572,larix,60.0416666667,108.67261904799999
2573,larix,55.25396825399999,116.678571429
2574,larix,59.8472222222,122.551587302
2575,larix,66.1666666667,148.093253968
2576,larix,52.6726190476,124.174603175
2577,larix,67.31547619050001,90.91865079360001
2578,larix,54.4900793651,133.90079365100001
2579,larix,62.8849206349,115.138888889
2580,larix,67.248015873,131.00595238100001
2581,larix,67.0357142857,137.69047619
2582,larix,53.771825396800004,118.44047619
2583,larix,50.9325396825,110.08531746
2584,larix,52.8670634921,115.916666667
2585,larix,53.0674603175,140.48015873
2586,larix,66.7103174603,132.363095238
2587,larix,53.2619047619,121.795634921
2588,larix,63.4682539683,119.236111111
2589,larix,56.0992063492,116.525793651
2590,larix,51.4623015873,133.97420634899999
2591,larix,59.5873015873,123.003968254
2592,larix,61.9940476191,112.503968254
2593,larix,66.6785714286,116.446428571
2594,larix,61.3253968254,100.424603175
2595,larix,62.9742063492,101.25
2596,larix,51.37896825399999,120.839285714
2597,larix,55.478174603199996,114.08730158700001
2598,larix,64.2083333333,110.875
2599,larix,59.3690476191,113.974206349
2600,larix,62.5158730159,105.20238095200001
2601,larix,64.0317460317,93.7698412698
2602,larix,53.339285714300004,136.02182539700001
2603,larix,52.4920634921,142.293650794
2604,larix,59.6051587302,129.902777778
2605,larix,60.6170634921,141.906746032
2606,larix,63.7976190476,116.714285714
2607,larix,64.0912698413,107.273809524
2608,larix,61.9722222222,135.410714286
2609,larix,61.50396825399999,107.206349206
2610,larix,61.2797619048,102.66269841299999
2611,larix,65.32738095239999,119.013888889
2612,larix,63.464285714300004,115.10515873
2613,larix,58.7440476191,117.51190476200001
2614,larix,60.2916666667,120.63690476200001
2615,larix,56.861111111099994,124.678571429
2616,larix,50.611111111099994,110.833333333
2617,larix,66.2698412698,133.091269841
2618,larix,63.3293650794,152.81547619
2619,larix,65.81150793649999,115.214285714
2620,larix,65.0833333333,109.803571429
2621,larix,55.1170634921,121.246031746
2622,larix,59.033730158699996,105.466269841
2623,larix,58.2976190476,110.436507937
2624,larix,62.896825396800004,132.06547619
2625,larix,61.0277777778,107.26190476200001
2626,larix,53.2956349206,134.186507936
2627,larix,56.2996031746,132.96031746
2628,larix,51.0416666667,130.46031746
2629,larix,65.3908730159,117.468253968
2630,larix,65.1388888889,114.265873016
2631,larix,58.3591269841,133.476190476
2632,larix,42.0178571429,128.41468254
2633,larix,55.6369047619,123.198412698
2634,larix,62.1329365079,134.238095238
2635,larix,64.0238095238,93.2996031746
2636,larix,56.3829365079,106.424603175
2637,larix,60.0416666667,104.48214285700001
2638,larix,52.1984126984,114.96031746
2639,larix,61.263888888900006,130.35317460299999
2640,larix,51.62896825399999,135.317460317
2641,larix,62.7619047619,118.01984127
2642,larix,56.2996031746,121.869047619
2643,larix,66.7718253968,105.27777777799999
2644,larix,63.6190476191,104.86309523799999
2645,larix,51.99603174600001,117.19047619
2646,larix,64.0158730159,155.089285714
2647,larix,63.0456349206,130.450396825
2648,larix,51.9940476191,119.66468254
2649,larix,64.7638888889,98.7003968254
2650,larix,59.9444444444,113.13293650799999
2651,larix,53.773809523800004,158.922619048
2652,larix,56.696428571400006,135.652777778
2653,larix,63.126984127,94.59722222219999
2654,larix,62.7678571429,112.708333333
2655,larix,51.4226190476,118.581349206
2656,larix,57.24603174600001,111.369047619
2657,larix,58.4523809524,134.990079365
2658,larix,65.2658730159,125.331349206
2659,larix,68.1488095238,101.900793651
2660,larix,54.2023809524,122.46230158700001
2661,larix,68.6984126984,124.39484127
2662,larix,60.3591269841,119.01785714299999
2663,larix,67.82936507939999,157.04166666700002
2664,larix,57.978174603199996,131.712301587
2665,larix,60.498015873,113.994047619
2666,larix,60.035714285699996,111.299603175
2667,larix,62.410714285699996,101.045634921
2668,larix,61.6408730159,98.6825396825
2669,larix,63.56349206350001,119.630952381
2670,larix,63.678571428599994,108.236111111
2671,larix,53.3194444445,114.793650794
2672,larix,56.726190476199996,131.70436507899998
2673,larix,61.9444444444,121.61706349200001
2674,larix,57.418650793699996,111.23015873
2675,larix,63.1924603175,112.571428571
2676,larix,65.7757936508,103.005952381
2677,larix,61.6706349206,99.1746031746
2678,larix,62.62103174600001,121.02777777799999
2679,larix,62.8333333333,122.03769841299999
2680,larix,60.0416666667,135.492063492
2681,larix,64.878968254,118.353174603
2682,larix,64.9583333333,152.22420634899999
2683,larix,52.1408730159,131.55952381
2684,larix,59.986111111099994,119.224206349
2685,larix,65.68452380949999,121.36706349200001
2686,larix,67.0138888889,117.11309523799999
2687,larix,60.8293650794,118.48809523799999
2688,larix,53.091269841300004,138.781746032
2689,larix,60.9484126984,134.101190476
2690,larix,65.70436507939999,90.5833333333
2691,larix,60.138888888900006,131.74801587299999
2692,larix,58.660714285699996,123.704365079
2693,larix,48.001984127,138.242063492
2694,larix,63.8373015873,117.634920635
2695,larix,59.3869047619,133.80952381
2696,larix,61.646825396800004,141.847222222
2697,larix,53.7579365079,124.69246031700001
2698,larix,55.6170634921,135.154761905
2699,larix,65.8531746032,151.609126984
2700,larix,52.2658730159,130.051587302
2701,larix,61.3908730159,129.807539683
2702,larix,68.0079365079,118.76785714299999
2703,larix,60.8293650794,127.321428571
2704,larix,60.0297619048,143.408730159
2705,larix,61.486111111099994,124.273809524
2706,larix,61.964285714300004,104.821428571
2707,larix,67.7321428571,106.04761904799999
2708,larix,61.18849206350001,116.37698412700001
2709,larix,61.9404761905,135.327380952
2710,larix,58.8650793651,132.65079365100001
2711,larix,63.8571428571,110.759920635
2712,larix,55.9583333333,126.089285714
2713,larix,52.9007936508,130.656746032
2714,larix,63.446428571400006,142.662698413
2715,larix,65.0257936508,155.561507936
2716,larix,53.6448412698,118.339285714
2717,larix,56.123015873,107.27777777799999
2718,larix,64.44047619050001,110.831349206
2719,larix,62.736111111099994,114.10714285700001
2720,larix,61.0654761905,116.928571429
2721,larix,57.50396825399999,130.009920635
2722,larix,52.2400793651,124.323412698
2723,larix,67.9087301587,118.125
2724,larix,62.6349206349,110.58531746
2725,larix,55.4821428571,115.35714285700001
2726,larix,60.6150793651,107.25198412700001
2727,larix,52.31150793649999,119.404761905
2728,larix,52.2182539683,142.551587302
2729,larix,60.4523809524,123.581349206
2730,larix,59.388888888900006,138.79563492100002
2731,larix,59.660714285699996,121.66468254
2732,larix,62.3452380952,135.448412698
2733,larix,65.2857142857,125.946428571
2734,larix,59.18650793649999,130.32936507899998
2735,larix,50.1190476191,140.111111111
2736,larix,48.043650793699996,121.406746032
2737,larix,54.5833333333,120.51190476200001
2738,larix,63.5416666667,112.31547619
2739,larix,62.851190476199996,108.21230158700001
2740,larix,52.2658730159,119.263888889
2741,larix,52.25396825399999,115.043650794
2742,larix,62.5773809524,106.593253968
2743,larix,66.7281746032,138.069444444
2744,larix,59.6369047619,130.746031746
2745,larix,58.781746031800004,136.613095238
2746,larix,68.5198412698,108.58531746
2747,larix,60.896825396800004,132.589285714
2748,larix,62.1170634921,130.543650794
2749,larix,63.8630952381,101.84722222200001
2750,larix,53.0873015873,119.075396825
2751,larix,51.146825396800004,117.831349206
2752,larix,60.466269841300004,125.50793650799999
2753,larix,61.4047619048,145.888888889
2754,larix,51.3690476191,121.11309523799999
2755,larix,64.4325396825,111.418650794
2756,larix,68.4722222222,161.277777778
2757,larix,64.5972222222,99.4047619048
2758,larix,64.42063492060001,143.787698413
2759,larix,62.9583333333,135.82936507899998
2760,larix,52.12103174600001,127.10714285700001
2761,larix,65.2619047619,120.63293650799999
2762,larix,58.25,127.08531746
2763,larix,61.101190476199996,125.81547619
2764,larix,65.1607142857,106.779761905
2765,larix,56.0773809524,120.224206349
2766,larix,60.8670634921,113.625
2767,larix,54.3928571429,106.125
2768,larix,66.81150793649999,149.218253968
2769,larix,58.06349206350001,109.60714285700001
2770,larix,51.5932539683,130.66468254
2771,larix,61.388888888900006,139.430555556
2772,larix,67.2777777778,121.5
2773,larix,66.5119047619,113.994047619
2774,larix,57.3353174603,137.345238095
2775,larix,62.6904761905,100.781746032
2776,larix,60.216269841300004,128.613095238
2777,larix,56.216269841300004,116.51984127
2778,larix,68.68055555560001,133.757936508
2779,larix,53.123015873,113.128968254
2780,larix,61.3174603175,106.89484127
2781,larix,53.3452380952,111.916666667
2782,larix,53.9146825397,122.86309523799999
2783,larix,65.2103174603,114.416666667
2784,larix,52.101190476199996,110.84722222200001
2785,larix,52.5515873016,142.035714286
2786,larix,67.2003968254,119.26190476200001
2787,larix,54.7777777778,129.863095238
2788,larix,63.533730158699996,142.77182539700001
2789,larix,56.523809523800004,128.051587302
2790,larix,58.4444444444,107.14484127
2791,larix,68.380952381,105.660714286
2792,larix,58.9424603175,136.049603175
