,species,latitude,longitude
8031,larix,57.8432539683,127.384920635
8032,larix,63.0654761905,148.811507936
8033,larix,56.4404761905,116.686507936
8034,larix,65.0277777778,156.803571429
8035,larix,54.763888888900006,114.71230158700001
8036,larix,62.9920634921,138.486111111
8037,larix,64.81349206350001,91.62301587299999
8038,larix,65.7638888889,124.38690476200001
8039,larix,60.4722222222,130.625
8040,larix,60.603174603199996,132.22420634899999
8041,larix,53.6190476191,128.220238095
8042,larix,64.2936507937,122.65277777799999
8043,larix,62.071428571400006,132.674603175
8044,larix,61.476190476199996,119.634920635
8045,larix,53.388888888900006,121.984126984
8046,larix,57.4047619048,130.47420634899999
8047,larix,66.7817460317,120.53769841299999
8048,larix,53.148809523800004,142.726190476
8049,larix,64.125,109.819444444
8050,larix,59.1408730159,128.212301587
8051,larix,62.2023809524,106.79761904799999
8052,larix,62.7757936508,106.176587302
8053,larix,63.8015873016,106.19047619
8054,larix,64.69047619050001,93.40873015870001
8055,larix,54.7341269841,115.99801587299999
8056,larix,60.456349206400006,114.03968254
8057,larix,53.2599206349,123.194444444
8058,larix,63.6190476191,118.65277777799999
8059,larix,59.7678571429,125.06547619
8060,larix,55.25595238100001,126.150793651
8061,larix,63.339285714300004,112.44047619
8062,larix,61.5515873016,154.628968254
8063,larix,61.773809523800004,102.329365079
8064,larix,55.9206349206,123.38293650799999
8065,larix,62.5396825397,156.888888889
8066,larix,51.226190476199996,126.19047619
8067,larix,60.228174603199996,147.42063492100002
8068,larix,54.43849206350001,136.180555556
8069,larix,51.7797619048,116.62698412700001
8070,larix,61.603174603199996,123.35714285700001
8071,larix,65.82936507939999,133.93452381
8072,larix,61.5119047619,104.01984127
8073,larix,59.6448412698,116.791666667
8074,larix,67.7777777778,115.779761905
8075,larix,49.716269841300004,122.46230158700001
8076,larix,66.7857142857,116.60515873
8077,larix,66.4484126984,100.150793651
8078,larix,54.908730158699996,110.003968254
8079,larix,58.228174603199996,120.404761905
8080,larix,62.9166666667,105.484126984
8081,larix,61.138888888900006,120.160714286
8082,larix,62.4206349206,103.861111111
8083,larix,50.611111111099994,131.134920635
8084,larix,68.123015873,106.09722222200001
8085,larix,63.3849206349,129.206349206
8086,larix,62.56150793649999,113.525793651
8087,larix,61.089285714300004,126.005952381
8088,larix,61.5952380952,123.686507936
8089,larix,53.4027777778,116.089285714
8090,larix,60.2619047619,103.654761905
8091,larix,51.853174603199996,120.880952381
8092,larix,63.081349206400006,131.99801587299999
8093,larix,68.04563492060001,139.273809524
8094,larix,50.74603174600001,122.400793651
8095,larix,56.3273809524,118.869047619
8096,larix,60.4702380952,98.35714285709999
8097,larix,48.2996031746,139.00198412700001
8098,larix,51.7797619048,132.668650794
8099,larix,60.8630952381,118.525793651
8100,larix,51.841269841300004,132.488095238
8101,larix,56.611111111099994,106.978174603
8102,larix,62.43849206350001,110.833333333
8103,larix,57.3650793651,129.196428571
8104,larix,51.7757936508,133.29563492100002
8105,larix,61.7242063492,107.726190476
8106,larix,57.1765873016,131.323412698
8107,larix,68.1170634921,118.19246031700001
8108,larix,64.878968254,121.061507936
8109,larix,66.44444444439999,156.46031746
8110,larix,65.55952380949999,153.01984127
8111,larix,61.5753968254,125.86309523799999
8112,larix,65.1666666667,92.3492063492
8113,larix,62.589285714300004,142.121031746
8114,larix,64.2400793651,107.869047619
8115,larix,58.168650793699996,106.505952381
8116,larix,61.388888888900006,130.45436507899998
8117,larix,65.4583333333,114.454365079
8118,larix,67.0515873016,157.28968254
8119,larix,62.5476190476,126.281746032
8120,larix,58.8293650794,118.226190476
8121,larix,60.7301587302,108.76984127
8122,larix,61.5158730159,102.78769841299999
8123,larix,64.6051587302,100.56547619
8124,larix,62.7876984127,148.297619048
8125,larix,67.4027777778,113.99801587299999
8126,larix,61.37103174600001,104.62698412700001
8127,larix,58.4424603175,132.003968254
8128,larix,67.17063492060001,163.156746032
8129,larix,61.0555555556,127.158730159
8130,larix,58.9722222222,134.428571429
8131,larix,57.293650793699996,112.049603175
8132,larix,60.783730158699996,135.222222222
8133,larix,60.0595238095,134.549603175
8134,larix,57.5654761905,123.765873016
8135,larix,65.4563492064,136.382936508
8136,larix,57.31150793649999,116.513888889
8137,larix,61.1726190476,116.869047619
8138,larix,63.7242063492,105.06746031700001
8139,larix,61.4603174603,99.7916666667
8140,larix,65.628968254,95.42261904760001
8141,larix,53.7420634921,135.56349206299998
8142,larix,68.7738095238,105.134920635
8143,larix,61.736111111099994,139.821428571
8144,larix,57.1051587302,126.976190476
8145,larix,64.2003968254,93.38293650790001
8146,larix,50.5277777778,139.375
8147,larix,62.4265873016,107.795634921
8148,larix,50.9246031746,131.72420634899999
8149,larix,62.3849206349,135.640873016
8150,larix,67.371031746,118.650793651
8151,larix,60.839285714300004,120.978174603
8152,larix,67.94444444439999,102.208333333
8153,larix,63.273809523800004,116.291666667
8154,larix,62.4424603175,127.49206349200001
8155,larix,66.4503968254,114.97222222200001
8156,larix,62.196428571400006,103.82738095200001
8157,larix,52.6646825397,114.898809524
8158,larix,63.486111111099994,108.21031746
8159,larix,55.2182539683,127.25793650799999
8160,larix,58.0932539683,106.656746032
8161,larix,65.1170634921,116.436507936
8162,larix,67.5912698413,109.01984127
8163,larix,62.4265873016,98.3591269841
8164,larix,63.9940476191,101.27777777799999
8165,larix,64.7738095238,115.974206349
8166,larix,63.2301587302,99.1111111111
8167,larix,63.4900793651,107.976190476
8168,larix,62.138888888900006,110.404761905
8169,larix,68.42261904760001,134.839285714
8170,larix,64.8531746032,115.718253968
8171,larix,62.37896825399999,115.75
8172,larix,62.74603174600001,130.198412698
8173,larix,62.158730158699996,130.134920635
8174,larix,61.8273809524,103.954365079
8175,larix,62.1825396825,120.75
8176,larix,52.053571428599994,131.68849206299998
8177,larix,60.9265873016,105.476190476
8178,larix,54.785714285699996,119.214285714
8179,larix,56.2440476191,121.099206349
8180,larix,61.361111111099994,115.650793651
8181,larix,64.3035714286,114.438492063
8182,larix,68.1964285714,114.194444444
8183,larix,64.0357142857,101.283730159
8184,larix,53.0932539683,110.888888889
8185,larix,59.31349206350001,132.20436507899998
8186,larix,49.93849206350001,139.057539683
8187,larix,64.5714285714,95.4047619048
8188,larix,60.7658730159,127.299603175
8189,larix,66.6666666667,124.486111111
8190,larix,65.4682539683,151.351190476
8191,larix,61.785714285699996,149.220238095
8192,larix,63.0476190476,103.535714286
8193,larix,65.1111111111,152.61904761899999
8194,larix,55.9305555556,111.02777777799999
8195,larix,65.2936507937,156.011904762
8196,larix,67.9682539683,103.279761905
8197,larix,57.339285714300004,127.375
8198,larix,60.5595238095,115.454365079
8199,larix,58.6091269841,105.954365079
8200,larix,50.9543650794,131.803571429
8201,larix,51.9007936508,133.73015873
8202,larix,64.0833333333,111.793650794
8203,larix,56.8492063492,136.952380952
8204,larix,62.6091269841,153.819444444
8205,larix,63.5376984127,96.2896825397
8206,larix,67.5277777778,118.388888889
8207,larix,61.7023809524,112.49801587299999
8208,larix,52.9722222222,129.490079365
8209,larix,62.751984127,98.8154761905
8210,larix,63.0376984127,147.31349206299998
8211,larix,50.0099206349,133.202380952
8212,larix,61.581349206400006,127.974206349
8213,larix,49.2876984127,139.317460317
8214,larix,66.0674603175,115.37301587299999
8215,larix,51.7797619048,124.98809523799999
8216,larix,53.3571428571,121.98809523799999
8217,larix,64.7103174603,90.5555555556
8218,larix,60.1448412698,111.478174603
8219,larix,52.543650793699996,124.853174603
8220,larix,56.3650793651,117.200396825
8221,larix,54.446428571400006,123.964285714
8222,larix,52.3551587302,123.64285714299999
8223,larix,56.56150793649999,106.678571429
8224,larix,53.6408730159,129.718253968
8225,larix,51.0595238095,111.23809523799999
8226,larix,51.2123015873,122.781746032
8227,larix,51.50396825399999,112.234126984
8228,larix,59.3670634921,120.634920635
8229,larix,67.5853174603,108.924603175
8230,larix,59.553571428599994,127.416666667
8231,larix,66.18452380949999,125.41269841299999
8232,larix,62.1666666667,152.47420634899999
8233,larix,62.2341269841,122.924603175
8234,larix,52.2678571429,132.99801587299999
8235,larix,58.6924603175,130.40079365100001
8236,larix,64.0317460317,127.369047619
8237,larix,59.56349206350001,122.69246031700001
8238,larix,56.103174603199996,131.734126984
8239,larix,59.283730158699996,117.928571429
8240,larix,59.1091269841,136.468253968
8241,larix,52.5079365079,119.19246031700001
8242,larix,63.1904761905,130.843253968
8243,larix,59.486111111099994,139.825396825
8244,larix,66.3650793651,157.680555556
8245,larix,61.7658730159,118.00793650799999
8246,larix,60.535714285699996,153.10515873
8247,larix,61.7043650794,125.049603175
8248,larix,50.9503968254,123.543650794
8249,larix,65.3948412698,115.474206349
8250,larix,54.50595238100001,113.01984127
8251,larix,59.3174603175,119.956349206
8252,larix,62.8174603175,90.06150793649999
8253,larix,57.12896825399999,138.66666666700002
8254,larix,58.3492063492,134.267857143
8255,larix,54.888888888900006,115.496031746
8256,larix,60.281746031800004,118.875
8257,larix,60.3452380952,117.763888889
8258,larix,67.66269841270001,132.811507936
8259,larix,59.875,139.811507936
8260,larix,68.5575396825,148.121031746
8261,larix,62.1448412698,125.013888889
8262,larix,62.331349206400006,131.408730159
8263,larix,63.4325396825,99.17857142860001
8264,larix,62.1170634921,118.103174603
8265,larix,53.031746031800004,109.575396825
8266,larix,58.5952380952,130.706349206
8267,larix,63.9682539683,116.52777777799999
8268,larix,50.263888888900006,131.148809524
8269,larix,60.6329365079,121.740079365
8270,larix,50.6329365079,111.450396825
8271,larix,59.964285714300004,123.158730159
8272,larix,58.3055555556,117.819444444
8273,larix,50.781746031800004,111.456349206
8274,larix,66.19047619050001,125.468253968
8275,larix,51.8591269841,118.535714286
8276,larix,62.2619047619,110.478174603
8277,larix,61.851190476199996,134.783730159
8278,larix,64.8392857143,112.400793651
8279,larix,51.9880952381,135.220238095
8280,larix,55.263888888900006,123.736111111
8281,larix,64.57738095239999,152.702380952
8282,larix,57.1150793651,114.61706349200001
8283,larix,66.376984127,119.220238095
8284,larix,61.841269841300004,101.04761904799999
8285,larix,67.3571428571,107.380952381
8286,larix,62.0595238095,100.154761905
8287,larix,54.2440476191,112.505952381
8288,larix,54.589285714300004,132.011904762
8289,larix,63.8571428571,100.80753968299999
8290,larix,53.3928571429,140.60515873
8291,larix,62.4166666667,128.222222222
8292,larix,63.9583333333,114.168650794
8293,larix,62.43849206350001,93.0416666667
8294,larix,54.6507936508,119.96031746
8295,larix,64.7619047619,153.47420634899999
8296,larix,60.5297619048,102.523809524
8297,larix,57.9246031746,138.222222222
8298,larix,52.8869047619,116.759920635
8299,larix,63.5079365079,141.765873016
8300,larix,57.466269841300004,138.12301587299999
8301,larix,60.861111111099994,138.325396825
8302,larix,65.5674603175,113.464285714
8303,larix,64.4781746032,102.83730158700001
8304,larix,50.8869047619,122.271825397
8305,larix,66.3849206349,112.081349206
8306,larix,63.839285714300004,128.75595238100001
8307,larix,64.18849206350001,153.436507936
8308,larix,56.2222222222,134.976190476
8309,larix,65.128968254,121.17261904799999
8310,larix,51.478174603199996,122.583333333
8311,larix,61.3492063492,129.97420634899999
8312,larix,58.4047619048,124.708333333
8313,larix,59.5099206349,103.87301587299999
8314,larix,53.8273809524,133.75
8315,larix,62.5515873016,128.43849206299998
8316,larix,59.5694444444,144.702380952
8317,larix,53.696428571400006,133.660714286
8318,larix,60.0952380952,140.783730159
8319,larix,62.611111111099994,121.69047619
8320,larix,60.0833333333,127.255952381
8321,larix,63.75595238100001,93.1825396825
8322,larix,64.5218253968,121.57738095200001
8323,larix,60.1051587302,128.587301587
8324,larix,59.0595238095,123.53769841299999
8325,larix,64.8888888889,108.244047619
8326,larix,60.803571428599994,124.31746031700001
8327,larix,64.1091269841,91.7400793651
8328,larix,58.706349206400006,140.47817460299999
8329,larix,67.3650793651,155.305555556
8330,larix,50.9503968254,110.799603175
8331,larix,60.196428571400006,122.073412698
8332,larix,65.4265873016,159.787698413
8333,larix,59.56349206350001,131.95833333299998
8334,larix,64.58730158729999,151.90079365100001
8335,larix,65.3591269841,121.200396825
8336,larix,54.7876984127,118.454365079
8337,larix,61.49603174600001,103.18253968299999
8338,larix,60.896825396800004,119.06547619
8339,larix,65.873015873,115.31547619
8340,larix,65.0297619048,103.25793650799999
8341,larix,49.7400793651,138.20833333299998
8342,larix,61.408730158699996,124.53769841299999
8343,larix,64.4563492064,154.964285714
8344,larix,61.8452380952,121.73015873
8345,larix,68.56944444439999,115.055555556
8346,larix,64.9047619048,118.936507936
8347,larix,58.748015873,125.263888889
8348,larix,61.2876984127,130.43452381
8349,larix,58.1190476191,137.805555556
8350,larix,52.31150793649999,111.14484127
8351,larix,62.0575396825,154.323412698
8352,larix,57.7440476191,111.66468254
8353,larix,52.7916666667,121.50793650799999
8354,larix,54.023809523800004,139.069444444
8355,larix,64.21230158729999,127.416666667
8356,larix,53.3928571429,116.02777777799999
8357,larix,59.4206349206,152.071428571
8358,larix,52.373015873,115.726190476
8359,larix,63.3055555556,141.08333333299998
8360,larix,59.9940476191,120.271825397
8361,larix,58.4920634921,134.503968254
8362,larix,60.660714285699996,133.87698412700001
8363,larix,62.9246031746,105.849206349
8364,larix,67.1488095238,119.531746032
8365,larix,59.2797619048,125.861111111
8366,larix,49.5833333333,130.996031746
8367,larix,59.216269841300004,119.073412698
8368,larix,66.56349206350001,125.176587302
8369,larix,66.9781746032,116.630952381
8370,larix,60.285714285699996,116.529761905
8371,larix,64.9761904762,126.85714285700001
8372,larix,66.4642857143,112.424603175
8373,larix,63.418650793699996,119.658730159
8374,larix,48.123015873,119.58730158700001
8375,larix,58.4682539683,119.214285714
8376,larix,67.5416666667,122.194444444
8377,larix,59.0753968254,106.591269841
8378,larix,64.28769841270001,100.416666667
8379,larix,66.6607142857,112.083333333
8380,larix,58.0158730159,106.05952381
8381,larix,58.793650793699996,137.367063492
8382,larix,59.763888888900006,127.54761904799999
8383,larix,49.5099206349,122.09722222200001
8384,larix,53.8055555556,120.628968254
8385,larix,63.0873015873,114.43253968299999
8386,larix,64.5813492064,107.791666667
8387,larix,53.071428571400006,116.48214285700001
8388,larix,61.0674603175,107.84722222200001
8389,larix,67.0138888889,142.694444444
8390,larix,60.9742063492,125.03769841299999
8391,larix,64.9603174603,120.05952381
8392,larix,65.4761904762,113.375
8393,larix,55.6666666667,127.049603175
8394,larix,52.696428571400006,140.593253968
8395,larix,66.3392857143,114.39484127
8396,larix,56.2023809524,134.82936507899998
8397,larix,52.3273809524,134.839285714
8398,larix,62.8194444444,100.966269841
8399,larix,55.2579365079,159.47420634899999
8400,larix,50.9682539683,134.172619048
8401,larix,53.3432539683,121.67261904799999
8402,larix,67.4642857143,126.35515873
8403,larix,58.396825396800004,134.97420634899999
8404,larix,65.2321428571,113.09722222200001
8405,larix,65.7063492064,151.58333333299998
8406,larix,67.8353174603,112.66468254
8407,larix,66.6111111111,114.513888889
8408,larix,60.4345238095,106.964285714
8409,larix,57.533730158699996,135.14682539700001
8410,larix,59.498015873,110.323412698
8411,larix,68.6468253968,105.85515873
8412,larix,54.2023809524,115.240079365
8413,larix,57.6825396825,136.787698413
8414,larix,64.130952381,123.88293650799999
8415,larix,48.6130952381,137.41666666700002
8416,larix,62.1051587302,102.43452381
8417,larix,63.9702380952,117.025793651
8418,larix,69.0496031746,116.849206349
8419,larix,64.0119047619,138.511904762
8420,larix,59.7380952381,152.551587302
8421,larix,51.9702380952,116.94246031700001
8422,larix,62.4126984127,134.51984127
8423,larix,57.0694444444,114.25
8424,larix,60.1408730159,121.37301587299999
8425,larix,64.875,102.466269841
8426,larix,56.8333333333,106.00198412700001
8427,larix,68.626984127,123.53968254
8428,larix,49.4523809524,133.87301587299999
8429,larix,49.8908730159,139.093253968
8430,larix,53.8928571429,113.78968254
8431,larix,61.5992063492,105.884920635
8432,larix,53.1428571429,135.442460317
8433,larix,60.7797619048,134.702380952
8434,larix,67.05952380949999,106.174603175
8435,larix,59.4305555556,138.898809524
8436,larix,52.0694444445,113.58531746
8437,larix,64.68452380949999,118.704365079
8438,larix,64.6607142857,117.111111111
8439,larix,51.25396825399999,121.66269841299999
8440,larix,63.87896825399999,116.680555556
8441,larix,62.251984127,137.589285714
8442,larix,52.081349206400006,124.93253968299999
8443,larix,60.8869047619,124.819444444
8444,larix,54.1369047619,142.65079365100001
8445,larix,61.12896825399999,132.158730159
8446,larix,63.6448412698,118.908730159
8447,larix,65.4662698413,118.404761905
8448,larix,57.2182539683,112.94246031700001
8449,larix,57.0416666667,118.865079365
8450,larix,51.9246031746,122.696428571
8451,larix,60.8551587302,141.408730159
8452,larix,54.74603174600001,122.56547619
8453,larix,64.4107142857,101.33531746
8454,larix,58.7678571429,106.37301587299999
8455,larix,59.2023809524,121.15277777799999
8456,larix,61.571428571400006,110.25793650799999
8457,larix,52.353174603199996,112.16468254
8458,larix,61.37103174600001,96.85714285709999
8459,larix,64.6527777778,107.091269841
8460,larix,61.4246031746,121.84722222200001
8461,larix,52.5515873016,135.279761905
8462,larix,58.4206349206,131.61904761899999
8463,larix,60.821428571400006,117.728174603
8464,larix,57.7202380952,112.420634921
8465,larix,67.5079365079,147.158730159
8466,larix,61.75396825399999,129.922619048
8467,larix,61.4424603175,138.523809524
8468,larix,64.25,134.32936507899998
8469,larix,56.3472222222,124.670634921
8470,larix,67.67261904760001,112.85714285700001
8471,larix,65.4940476191,119.21031746
8472,larix,55.228174603199996,133.714285714
8473,larix,63.0595238095,152.384920635
8474,larix,56.5932539683,106.87301587299999
8475,larix,67.2817460317,135.172619048
8476,larix,59.625,130.34920634899999
8477,larix,63.726190476199996,142.182539683
8478,larix,62.0793650794,108.275793651
8479,larix,60.464285714300004,131.351190476
8480,larix,63.0416666667,105.30753968299999
8481,larix,52.18849206350001,123.51190476200001
8482,larix,59.43849206350001,122.88690476200001
8483,larix,67.0952380952,108.525793651
8484,larix,59.2440476191,128.595238095
8485,larix,54.841269841300004,114.59722222200001
8486,larix,59.031746031800004,130.99801587299999
8487,larix,52.7083333333,138.41666666700002
8488,larix,49.6765873016,132.553571429
8489,larix,54.4484126984,107.134920635
8490,larix,60.6805555556,120.85515873
8491,larix,49.053571428599994,138.777777778
8492,larix,63.9047619048,127.174603175
8493,larix,66.8690476191,131.617063492
8494,larix,65.79563492060001,153.081349206
8495,larix,60.2380952381,137.676587302
8496,larix,61.918650793699996,98.24801587299999
8497,larix,66.2202380952,111.871031746
8498,larix,63.771825396800004,128.68452381
8499,larix,62.1448412698,91.0158730159
8500,larix,65.2817460317,120.40277777799999
8501,larix,64.9146825397,154.567460317
8502,larix,62.9722222222,102.69047619
8503,larix,63.4484126984,91.7242063492
8504,larix,56.6765873016,123.021825397
8505,larix,67.94444444439999,101.561507937
8506,larix,61.4523809524,108.884920635
8507,larix,66.0158730159,119.93253968299999
8508,larix,58.25595238100001,117.825396825
8509,larix,50.0773809524,112.283730159
8510,larix,57.7996031746,114.220238095
8511,larix,65.6369047619,90.22222222219999
8512,larix,65.2261904762,114.708333333
8513,larix,63.896825396800004,96.42261904760001
8514,larix,69.8353174603,119.343253968
8515,larix,68.31547619050001,120.513888889
8516,larix,49.3472222222,110.795634921
8517,larix,63.5416666667,100.575396825
8518,larix,61.3194444444,104.01785714299999
8519,larix,51.6408730159,143.176587302
8520,larix,63.4404761905,126.841269841
8521,larix,64.56150793649999,112.811507937
8522,larix,61.2996031746,131.984126984
8523,larix,66.9325396825,104.571428571
8524,larix,61.6805555556,119.763888889
8525,larix,62.2043650794,124.043650794
8526,larix,60.8650793651,116.361111111
8527,larix,52.9126984127,119.170634921
8528,larix,59.283730158699996,131.81349206299998
8529,larix,62.00396825399999,104.418650794
8530,larix,62.75396825399999,126.686507936
8531,larix,59.023809523800004,129.32936507899998
8532,larix,54.7103174603,107.009920635
8533,larix,51.331349206400006,111.744047619
8534,larix,64.1170634921,120.52777777799999
8535,larix,51.25396825399999,122.823412698
8536,larix,57.168650793699996,138.972222222
8537,larix,66.2777777778,151.375
8538,larix,64.9107142857,94.9880952381
8539,larix,57.93650793649999,133.777777778
8540,larix,64.2797619048,126.31547619
8541,larix,65.4841269841,105.861111111
8542,larix,59.9841269841,124.021825397
8543,larix,63.5555555556,103.468253968
8544,larix,60.2777777778,133.702380952
8545,larix,59.7301587302,127.26190476200001
8546,larix,65.8313492064,132.81547619
8547,larix,63.521825396800004,115.505952381
8548,larix,67.7579365079,119.871031746
8549,larix,54.273809523800004,132.706349206
8550,larix,67.6111111111,106.424603175
8551,larix,59.2996031746,105.563492063
8552,larix,67.2440476191,119.950396825
8553,larix,60.7658730159,114.359126984
8554,larix,57.7123015873,116.38690476200001
8555,larix,67.8412698413,132.18849206299998
8556,larix,61.0079365079,117.23809523799999
8557,larix,64.2738095238,108.755952381
8558,larix,61.293650793699996,106.26785714299999
8559,larix,54.6706349206,117.54761904799999
8560,larix,60.8373015873,122.93452381
8561,larix,61.964285714300004,113.67261904799999
8562,larix,63.8869047619,141.11904761899999
8563,larix,60.5277777778,107.325396825
8564,larix,64.79761904760001,114.86706349200001
8565,larix,62.4424603175,142.279761905
8566,larix,62.7579365079,95.7857142857
8567,larix,67.1686507937,130.966269841
8568,larix,56.6765873016,111.134920635
8569,larix,62.7321428571,115.198412698
8570,larix,63.918650793699996,146.472222222
8571,larix,56.93650793649999,123.281746032
8572,larix,59.7579365079,135.71031746
8573,larix,60.168650793699996,122.628968254
8574,larix,62.783730158699996,128.218253968
8575,larix,51.986111111099994,122.628968254
8576,larix,61.1924603175,104.545634921
8577,larix,52.001984127,137.378968254
8578,larix,66.9940476191,136.017857143
8579,larix,60.273809523800004,126.801587302
8580,larix,46.031746031800004,137.109126984
8581,larix,54.3908730159,125.49206349200001
8582,larix,64.7817460317,150.087301587
8583,larix,49.446428571400006,132.96031746
8584,larix,65.1746031746,119.349206349
8585,larix,64.121031746,111.906746032
8586,larix,62.248015873,131.962301587
8587,larix,63.1765873016,117.26785714299999
8588,larix,67.2321428571,91.246031746
8589,larix,51.3670634921,134.950396825
8590,larix,59.498015873,147.746031746
8591,larix,61.7698412698,138.09920634899999
8592,larix,62.0793650794,105.228174603
8593,larix,61.5972222222,121.319444444
8594,larix,65.3412698413,151.66468254
8595,larix,62.601190476199996,99.744047619
8596,larix,48.4265873016,121.051587302
8597,larix,64.3551587302,106.349206349
8598,larix,55.3015873016,116.319444444
8599,larix,63.9900793651,117.48214285700001
8600,larix,61.2440476191,131.875
8601,larix,64.71230158729999,143.267857143
8602,larix,65.04761904760001,104.18253968299999
8603,larix,58.646825396800004,138.777777778
8604,larix,66.5337301587,116.069444444
8605,larix,68.130952381,107.753968254
8606,larix,67.3214285714,121.323412698
8607,larix,64.3829365079,101.674603175
8608,larix,52.928571428599994,136.904761905
8609,larix,61.4007936508,121.660714286
8610,larix,66.5357142857,119.904761905
8611,larix,52.7123015873,125.845238095
8612,larix,64.2242063492,119.563492063
8613,larix,49.0099206349,138.761904762
8614,larix,60.976190476199996,111.666666667
8615,larix,61.196428571400006,112.545634921
8616,larix,69.03769841270001,115.833333333
8617,larix,59.5198412698,124.38690476200001
8618,larix,49.3472222222,138.49404761899999
8619,larix,52.5079365079,118.015873016
8620,larix,65.4662698413,116.418650794
8621,larix,63.023809523800004,123.658730159
8622,larix,63.5,125.51785714299999
8623,larix,65.6964285714,112.063492063
8624,larix,49.4603174603,139.426587302
8625,larix,67.20436507939999,161.68452381
8626,larix,56.339285714300004,114.68253968299999
8627,larix,50.339285714300004,112.430555556
8628,larix,67.9682539683,107.21031746
8629,larix,57.388888888900006,128.10515873
8630,larix,59.2003968254,121.51984127
8631,larix,57.2242063492,135.918650794
8632,larix,66.4662698413,123.44047619
8633,larix,54.5833333333,135.64484127
8634,larix,63.4146825397,113.313492063
8635,larix,48.783730158699996,122.146825397
8636,larix,51.8333333333,133.54166666700002
8637,larix,60.0376984127,126.930555556
8638,larix,51.9246031746,132.35317460299999
8639,larix,66.5892857143,156.317460317
8640,larix,62.1646825397,102.33531746
8641,larix,53.4821428571,131.125
8642,larix,59.6984126984,113.545634921
8643,larix,58.726190476199996,115.81746031700001
8644,larix,57.214285714300004,124.579365079
8645,larix,63.88095238100001,107.98214285700001
8646,larix,46.99603174600001,136.509920635
8647,larix,62.2440476191,125.293650794
8648,larix,54.3829365079,128.60515873
8649,larix,63.3670634921,127.890873016
8650,larix,61.8908730159,122.180555556
8651,larix,60.6825396825,115.753968254
8652,larix,68.748015873,116.46031746
8653,larix,56.1646825397,137.206349206
8654,larix,50.0476190476,111.646825397
8655,larix,58.581349206400006,126.98015873
8656,larix,67.246031746,107.071428571
8657,larix,60.571428571400006,130.706349206
8658,larix,69.3928571429,124.81547619
8659,larix,62.68650793649999,98.90277777780001
8660,larix,65.6051587302,116.11309523799999
8661,larix,54.3908730159,126.755952381
8662,larix,62.2400793651,136.70436507899998
8663,larix,66.8432539683,129.115079365
8664,larix,60.4523809524,103.17261904799999
8665,larix,65.505952381,153.593253968
8666,larix,67.3174603175,112.908730159
8667,larix,62.2876984127,98.8353174603
8668,larix,62.321428571400006,126.908730159
8669,larix,63.5793650794,125.603174603
8670,larix,63.2341269841,99.20634920629999
8671,larix,62.5496031746,105.954365079
8672,larix,66.8571428571,152.878968254
8673,larix,59.6408730159,141.285714286
8674,larix,58.4325396825,133.628968254
8675,larix,59.81150793649999,116.90277777799999
8676,larix,52.1071428571,121.87301587299999
8677,larix,54.785714285699996,108.795634921
8678,larix,49.8174603175,130.932539683
8679,larix,62.12896825399999,100.811507937
8680,larix,58.3630952381,110.609126984
8681,larix,57.728174603199996,115.28968254
8682,larix,59.0178571429,131.841269841
8683,larix,58.6051587302,106.73214285700001
8684,larix,51.8253968254,116.180555556
8685,larix,59.5476190476,144.390873016
8686,larix,59.2023809524,113.64285714299999
8687,larix,60.7242063492,145.267857143
8688,larix,59.9841269841,128.51984127
8689,larix,59.1091269841,106.236111111
8690,larix,68.1984126984,94.4146825397
8691,larix,59.5833333333,142.875
8692,larix,53.7043650794,122.575396825
8693,larix,52.7083333333,121.924603175
8694,larix,62.9206349206,91.3392857143
8695,larix,54.4007936508,115.14285714299999
8696,larix,63.763888888900006,107.00198412700001
8697,larix,63.2003968254,141.76984127
8698,larix,62.3492063492,115.430555556
8699,larix,50.5,131.351190476
8700,larix,60.5476190476,103.375
8701,larix,65.8551587302,90.6984126984
8702,larix,68.3492063492,135.240079365
8703,larix,53.5,129.24404761899999
8704,larix,55.771825396800004,118.023809524
8705,larix,61.4345238095,110.884920635
8706,larix,66.7738095238,109.025793651
8707,larix,53.3948412698,123.55753968299999
8708,larix,62.4404761905,123.50198412700001
8709,larix,61.31150793649999,109.898809524
8710,larix,47.748015873,137.299603175
8711,larix,63.1170634921,115.101190476
8712,larix,61.9742063492,119.08730158700001
8713,larix,62.773809523800004,120.09722222200001
8714,larix,52.1845238095,114.63293650799999
8715,larix,64.7857142857,93.0238095238
8716,larix,64.8869047619,105.19047619
8717,larix,67.5515873016,115.688492063
8718,larix,52.898809523800004,136.202380952
8719,larix,60.3234126984,100.430555556
8720,larix,58.283730158699996,129.886904762
8721,larix,60.591269841300004,121.994047619
8722,larix,67.8214285714,93.90277777780001
8723,larix,50.0793650794,135.371031746
8724,larix,59.0753968254,122.938492063
8725,larix,67.3968253968,109.634920635
8726,larix,55.8095238095,107.861111111
8727,larix,58.9305555556,132.226190476
8728,larix,58.5952380952,135.763888889
8729,larix,66.44047619050001,118.14484127
8730,larix,58.56349206350001,138.466269841
8731,larix,58.531746031800004,118.714285714
8732,larix,57.771825396800004,130.72420634899999
8733,larix,62.7400793651,114.214285714
8734,larix,55.601190476199996,127.753968254
8735,larix,67.6408730159,107.25198412700001
8736,larix,59.089285714300004,129.990079365
8737,larix,64.3234126984,107.34722222200001
8738,larix,66.5238095238,116.369047619
8739,larix,58.99603174600001,139.45833333299998
